Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Length (product.metafields.custom.length),Thickness (product.metafields.custom.thickness),Weight (product.metafields.custom.weight),Width (product.metafields.custom.width),Wood Species (product.metafields.custom.wood_species),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color (product.metafields.shopify.color-pattern),Decoration material (product.metafields.shopify.decoration-material),Theme (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
oak-wall-art,,,,,,,,,"30""x40""",,,,,,,,,0.0,shopify,0,deny,manual,2400.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
oak-wall-art,,,,,,,,,"36""x36""",,,,,,,,,0.0,shopify,0,deny,manual,2590.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
oak-wall-art,,,,,,,,,"36""x48""",,,,,,,,,0.0,shopify,0,deny,manual,3455.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
oak-wall-art,,,,,,,,,"40""x60""",,,,,,,,,0.0,shopify,0,deny,manual,4800.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
oak-wall-art,,,,,,,,,"48""x72""",,,,,,,,,0.0,shopify,0,deny,manual,6910.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
oak-wall-art,,,,,,,,,"52""X94""",,,,,,,,,0.0,shopify,0,deny,manual,9980.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
t22425poc12a,"POCHOTE - 40x40x1,5 Inches - T22425POC12A","<p>Experience the natural beauty of this authentic Pochote live edge slab. Each piece is one-of-a-kind, showcasing distinct grain patterns and rich colors, making it a perfect centerpiece for your dining room or conference area.</p><ul>
<li>
<strong>Wood Species:</strong> Pochote</li>
<li>
<strong>Dimensions:</strong> Length: 40 Inches, Width: 40 Inches, Thickness: 1,5 Inches</li>
<li>
<strong>Weight:</strong> 74.8 lbs</li>
</ul>",Kovara,Furniture > Table Accessories > Table Tops,Slab,"5 Inches, Diameter 38-44 Inches, POCHOTE, Thickness: 1, Type: Round",false,Title,Default Title,,,,,,,,T22425POC12A,33927.983528208,shopify,1,deny,manual,1190.00,,true,true,,,,,,,,,false,"POCHOTE - 40x40x1,5 Inches - T22425POC12A","Authentic live edge slab crafted from POCHOTE, measuring approximately 40 Inches long, 40 Inches wide, and 1,5 Inches thick. Perfect for a custom table or bench.",6910,,,,,,,,,,,40 Inches,"1,5 Inches",74.8 lbs,40 Inches,POCHOTE,,,,,,lb,,0.00,draft
t22405euc12,"EUCALYPTUS - 120x42x1,5 Inches - T22405EUC12","<p>Experience the natural beauty of this authentic Eucalyptus live edge slab. Each piece is one-of-a-kind, showcasing distinct grain patterns and rich colors, making it a perfect centerpiece for your dining room or conference area.</p><ul>
<li>
<strong>Wood Species:</strong> Eucalyptus</li>
<li>
<strong>Dimensions:</strong> Length: 120 Inches, Width: 42 Inches, Thickness: 1,5 Inches</li>
<li>
<strong>Weight:</strong> 216.24 lbs</li>
<li>
<strong>Seating Capacity:</strong> 10-12 Person</li>
</ul>",Kovara,Hardware,Slab,"5 Inches, EUCALYPTUS, Seating Capacity: 10-12 Person, Thickness: 1, Type: Slab, Width: 39-44 Inches",false,Title,Default Title,,,,,,,,T22405EUC12,98083.997622534,shopify,1,deny,manual,3710.00,,true,true,,,,,,,,,false,"EUCALYPTUS - 120x42x1,5 Inches - T22405EUC12","Authentic live edge slab crafted from EUCALYPTUS, measuring approximately 120 Inches long, 42 Inches wide, and 1,5 Inches thick. Perfect for a custom table or bench.",632,,,,new,,,,,,,120 Inches,"1,5 Inches",216.24 lbs,42 Inches,EUCALYPTUS,,,,,,lb,,0.00,draft
t22387rro12b,"TIGER WOOD - 32x32x1,5 Inches - T22387RRO12B","<p>Experience the natural beauty of this authentic Tiger Wood live edge slab. Each piece is one-of-a-kind, showcasing distinct grain patterns and rich colors, making it a perfect centerpiece for your dining room or conference area.</p><ul>
<li>
<strong>Wood Species:</strong> Tiger Wood</li>
<li>
<strong>Dimensions:</strong> Length: 32 Inches, Width: 32 Inches, Thickness: 1,5 Inches</li>
<li>
<strong>Weight:</strong> 52.25 lbs</li>
</ul>",Kovara,,Slab,"5 Inches, Diameter 24-33 Inches, Thickness: 1, TIGER WOOD, Type: Round",false,Title,Default Title,,,,,,,,T22387RRO12B,23700.019895552,shopify,1,deny,manual,770.00,,true,true,,,,,,,,,false,"TIGER WOOD - 32x32x1,5 Inches - T22387RRO12B","Authentic live edge slab crafted from TIGER WOOD, measuring approximately 32 Inches long, 32 Inches wide, and 1,5 Inches thick. Perfect for a custom table or bench.",,,,,,,,,,,,32 Inches,"1,5 Inches",52.25 lbs,32 Inches,TIGER WOOD,,,,,,lb,,0.00,draft
t22325esp01,"WILD CASHEW - 32x32x1,5 Inches - T22325ESP01","<p>Experience the natural beauty of this authentic Wild Cashew live edge slab. Each piece is one-of-a-kind, showcasing distinct grain patterns and rich colors, making it a perfect centerpiece for your dining room or conference area.</p><ul>
<li>
<strong>Wood Species:</strong> Wild Cashew</li>
<li>
<strong>Dimensions:</strong> Length: 32 Inches, Width: 32 Inches, Thickness: 1,5 Inches</li>
<li>
<strong>Weight:</strong> 28.6 lbs</li>
</ul>",Kovara,,Slab,"5 Inches, Diameter 24-33 Inches, Thickness: 1, Type: Round, WILD CASHEW",false,Title,Default Title,,,,,,,,T22325ESP01,12972.016034208,shopify,1,deny,manual,770.00,,true,true,,,,,,,,,false,"WILD CASHEW - 32x32x1,5 Inches - T22325ESP01","Authentic live edge slab crafted from WILD CASHEW, measuring approximately 32 Inches long, 32 Inches wide, and 1,5 Inches thick. Perfect for a custom table or bench.",,,,,,,,,,,,32 Inches,"1,5 Inches",28.6 lbs,32 Inches,WILD CASHEW,,,,,,lb,,0.00,draft
t22318esp12,"WILD CASHEW - 32x32x1,5 Inches - T22318ESP12","<p>Experience the natural beauty of this authentic Wild Cashew live edge slab. Each piece is one-of-a-kind, showcasing distinct grain patterns and rich colors, making it a perfect centerpiece for your dining room or conference area.</p><ul>
<li>
<strong>Wood Species:</strong> Wild Cashew</li>
<li>
<strong>Dimensions:</strong> Length: 32 Inches, Width: 32 Inches, Thickness: 1,5 Inches</li>
<li>
<strong>Weight:</strong> 28.6 lbs</li>
</ul>",Kovara,,Slab,"5 Inches, Diameter 24-33 Inches, Thickness: 1, Type: Round, WILD CASHEW",false,Title,Default Title,,,,,,,,T22318ESP12,12972.016034208,shopify,1,deny,manual,770.00,,true,true,,,,,,,,,false,"WILD CASHEW - 32x32x1,5 Inches - T22318ESP12","Authentic live edge slab crafted from WILD CASHEW, measuring approximately 32 Inches long, 32 Inches wide, and 1,5 Inches thick. Perfect for a custom table or bench.",,,,,,,,,,,,32 Inches,"1,5 Inches",28.6 lbs,32 Inches,WILD CASHEW,,,,,,lb,,0.00,draft
r20193que,QUEBRACHO - 47x33x17 Inches - R20193QUE,"<p>Experience the natural beauty of this authentic Quebracho live edge slab. Each piece is one-of-a-kind, showcasing distinct grain patterns and rich colors, making it a perfect centerpiece for your dining room or conference area.</p><ul>
<li>
<strong>Wood Species:</strong> Quebracho</li>
<li>
<strong>Dimensions:</strong> Length: 47 Inches, Width: 33 Inches, Thickness: 17 Inches</li>
<li>
<strong>Weight:</strong> 1171.2 lbs</li>
</ul>",Kovara,Home & Garden > Decor > Artwork > Sculptures & Statues,Root,"QUEBRACHO, Thickness: 17 Inches, Type: Root, Width: 30-38 Inches",true,Title,Default Title,,,,,,,,R20193QUE,531245.977607653,shopify,1,deny,manual,3202.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0680/9075/7281/files/download_4502068a-9dfd-42de-a5dc-f9a79ce7d02f.jpg?v=1764142761,1,"Image of QUEBRACHO - 47x33x17 Inches - R20193QUE - a live edge QUEBRACHO slab, 47 Inches long, 33 Inches wide, and 17 Inches thick.",false,QUEBRACHO - 47x33x17 Inches - R20193QUE,"Authentic live edge slab crafted from QUEBRACHO, measuring approximately 47 Inches long, 33 Inches wide, and 17 Inches thick. Perfect for a custom table or bench.",11,,,,,,,,,,,47 Inches,17 Inches,1171.2 lbs,33 Inches,QUEBRACHO,,brown,wood,nature,,lb,,320.25,active
r20188gnc,PAROTA - 60x31x30 Inches - R20188GNC,"<p>Experience the natural beauty of this authentic Parota live edge slab. Each piece is one-of-a-kind, showcasing distinct grain patterns and rich colors, making it a perfect centerpiece for your dining room or conference area.</p><ul>
<li>
<strong>Wood Species:</strong> Parota</li>
<li>
<strong>Dimensions:</strong> Length: 60 Inches, Width: 31 Inches, Thickness: 30 Inches</li>
<li>
<strong>Weight:</strong> 873.0 lbs</li>
</ul>",Kovara,Hardware > Building Materials > Lumber & Sheet Stock > Softwood Lumber,Root,"PAROTA, Thickness: 30 Inches, Type: Root, Width: 30-38 Inches",true,Title,Default Title,,,,,,,,R20188GNC,395985.005029075,shopify,1,deny,manual,6790.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0680/9075/7281/files/download_84299b6e-706a-4553-b496-1bb7d527a854.jpg?v=1764142761,1,"Image of PAROTA - 60x31x30 Inches - R20188GNC - a live edge PAROTA slab, 60 Inches long, 31 Inches wide, and 30 Inches thick.",false,PAROTA - 60x31x30 Inches - R20188GNC,"Authentic live edge slab crafted from PAROTA, measuring approximately 60 Inches long, 31 Inches wide, and 30 Inches thick. Perfect for a custom table or bench.",125,,,,,,,,,,,60 Inches,30 Inches,873.0 lbs,31 Inches,PAROTA,,,,,,lb,,679.00,active
r20119poc,POCHOTE - 47x47x25 Inches - R20119POC,"<p>Experience the natural beauty of this authentic Pochote live edge slab. Each piece is one-of-a-kind, showcasing distinct grain patterns and rich colors, making it a perfect centerpiece for your dining room or conference area.</p><ul>
<li>
<strong>Wood Species:</strong> Pochote</li>
<li>
<strong>Dimensions:</strong> Length: 47 Inches, Width: 47 Inches, Thickness: 25 Inches</li>
<li>
<strong>Weight:</strong> 1689.6 lbs</li>
</ul>",Kovara,Furniture > Table Accessories > Table Tops,Root,"POCHOTE, Thickness: 25 Inches, Type: Root, Width: 45+ Inches",true,Title,Default Title,,,,,,,,R20119POC,766388.987963445,shopify,1,deny,manual,6720.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0680/9075/7281/files/download_da7c68c3-0787-4a7b-9f9b-6140a9dac88e.jpg?v=1764142760,1,"Image of POCHOTE - 47x47x25 Inches - R20119POC - a live edge POCHOTE slab, 47 Inches long, 47 Inches wide, and 25 Inches thick.",false,POCHOTE - 47x47x25 Inches - R20119POC,"Authentic live edge slab crafted from POCHOTE, measuring approximately 47 Inches long, 47 Inches wide, and 25 Inches thick. Perfect for a custom table or bench.",6910,,,,,,,,,,,47 Inches,25 Inches,1689.6 lbs,47 Inches,POCHOTE,,,,,,lb,,672.00,active
r19453cen,MONKEY POD - 61x61x28 Inches - R19453CEN,"<p>Experience the natural beauty of this authentic Monkey Pod live edge slab. Each piece is one-of-a-kind, showcasing distinct grain patterns and rich colors, making it a perfect centerpiece for your dining room or conference area.</p><ul>
<li>
<strong>Wood Species:</strong> Monkey Pod</li>
<li>
<strong>Dimensions:</strong> Length: 61 Inches, Width: 61 Inches, Thickness: 28 Inches</li>
<li>
<strong>Weight:</strong> 1629.0 lbs</li>
<li>
<strong>Seating Capacity:</strong> 4-6 Person</li>
</ul>",Kovara,,Slab,"MONKEY POD, Seating Capacity: 4-6 Person, Thickness: 28 Inches, Type: Root, Width: 45+ Inches",false,Title,Default Title,,,,,,,,R19453CEN,738901.018186023,shopify,1,deny,manual,12670.00,,true,true,,,,,,,,,false,MONKEY POD - 61x61x28 Inches - R19453CEN,"Authentic live edge slab crafted from MONKEY POD, measuring approximately 61 Inches long, 61 Inches wide, and 28 Inches thick. Perfect for a custom table or bench.",,,,,,,,,,,,61 Inches,28 Inches,1629.0 lbs,61 Inches,MONKEY POD,,,,,,lb,,1267.00,draft
m19093esp,ESPAVEL - 78x51x18 Inches - M19093ESP,"<p>Experience the natural beauty of this authentic Espavel live edge slab. Each piece is one-of-a-kind, showcasing distinct grain patterns and rich colors, making it a perfect centerpiece for your dining room or conference area.</p><ul>
<li>
<strong>Wood Species:</strong> Espavel</li>
<li>
<strong>Dimensions:</strong> Length: 78 Inches, Width: 51 Inches, Thickness: 18 Inches</li>
<li>
<strong>Weight:</strong> 1292.2 lbs</li>
</ul>",Kovara,Hardware,Root,"ESPAVEL, Thickness: 18 Inches, Type: Root, Width: 45+ Inches",true,Title,Default Title,,,,,,,,M19093ESP,586131.017251549,shopify,1,deny,manual,8697.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0680/9075/7281/files/download_1bdcc92f-46cf-42f4-9c7d-07b3f11e61f5.jpg?v=1764142759,1,"Image of ESPAVEL - 78x51x18 Inches - M19093ESP - a live edge ESPAVEL slab, 78 Inches long, 51 Inches wide, and 18 Inches thick.",false,ESPAVEL - 78x51x18 Inches - M19093ESP,"Authentic live edge slab crafted from ESPAVEL, measuring approximately 78 Inches long, 51 Inches wide, and 18 Inches thick. Perfect for a custom table or bench.",632,,,,new,,,,,,,78 Inches,18 Inches,1292.2 lbs,51 Inches,ESPAVEL,,,,,,lb,,0.00,active
m19092gnc,PAROTA - 71x51x16 Inches - M19092GNC,"<p>Experience the natural beauty of this authentic Parota live edge slab. Each piece is one-of-a-kind, showcasing distinct grain patterns and rich colors, making it a perfect centerpiece for your dining room or conference area.</p><ul>
<li>
<strong>Wood Species:</strong> Parota</li>
<li>
<strong>Dimensions:</strong> Length: 71 Inches, Width: 51 Inches, Thickness: 16 Inches</li>
<li>
<strong>Weight:</strong> 904.5 lbs</li>
</ul>",Kovara,Furniture > Table Accessories > Table Tops,Root,"PAROTA, Thickness: 16 Inches, Type: Root, Width: 45+ Inches",true,Title,Default Title,,,,,,,,M19092GNC,410272.983247127,shopify,1,deny,manual,7035.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0680/9075/7281/files/download_85f8c3da-983b-4173-93b9-56159e8303a6.jpg?v=1764142758,1,"Image of PAROTA - 71x51x16 Inches - M19092GNC - a live edge PAROTA slab, 71 Inches long, 51 Inches wide, and 16 Inches thick.",false,PAROTA - 71x51x16 Inches - M19092GNC,"Authentic live edge slab crafted from PAROTA, measuring approximately 71 Inches long, 51 Inches wide, and 16 Inches thick. Perfect for a custom table or bench.",6910,,,,,,,,,,,71 Inches,16 Inches,904.5 lbs,51 Inches,PAROTA,,,,,,lb,,0.00,active
m19091gnc,PAROTA - 68x49x17 Inches - M19091GNC,"<p>Experience the natural beauty of this authentic Parota live edge slab. Each piece is one-of-a-kind, showcasing distinct grain patterns and rich colors, making it a perfect centerpiece for your dining room or conference area.</p><ul>
<li>
<strong>Wood Species:</strong> Parota</li>
<li>
<strong>Dimensions:</strong> Length: 68 Inches, Width: 49 Inches, Thickness: 17 Inches</li>
<li>
<strong>Weight:</strong> 884.25 lbs</li>
</ul>",Kovara,Furniture > Table Accessories > Table Tops,Root,"PAROTA, Thickness: 17 Inches, Type: Root, Width: 45+ Inches",true,Title,Default Title,,,,,,,,M19091GNC,401088.009910049,shopify,1,deny,manual,6877.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0680/9075/7281/files/download_381c4514-94be-4e07-85fa-64c4dca30c4c.jpg?v=1764142757,1,"Image of PAROTA - 68x49x17 Inches - M19091GNC - a live edge PAROTA slab, 68 Inches long, 49 Inches wide, and 17 Inches thick.",false,PAROTA - 68x49x17 Inches - M19091GNC,"Authentic live edge slab crafted from PAROTA, measuring approximately 68 Inches long, 49 Inches wide, and 17 Inches thick. Perfect for a custom table or bench.",6910,,,,,,,,,,,68 Inches,17 Inches,884.25 lbs,49 Inches,PAROTA,,,,,,lb,,0.00,active
m19090gnc,PAROTA - 42x35x16 Inches - M19090GNC,"<p>Experience the natural beauty of this authentic Parota live edge slab. Each piece is one-of-a-kind, showcasing distinct grain patterns and rich colors, making it a perfect centerpiece for your dining room or conference area.</p><ul>
<li>
<strong>Wood Species:</strong> Parota</li>
<li>
<strong>Dimensions:</strong> Length: 42 Inches, Width: 35 Inches, Thickness: 16 Inches</li>
<li>
<strong>Weight:</strong> 366.75 lbs</li>
</ul>",Kovara,Home & Garden > Decor > Artwork > Sculptures & Statues,Root,"PAROTA, Thickness: 16 Inches, Type: Root, Width: 30-38 Inches",true,Title,Default Title,,,,,,,,M19090GNC,166354.003794286,shopify,1,deny,manual,2852.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0680/9075/7281/files/download_9c4e3ae7-09d7-49ff-b926-1e7832aa6866.jpg?v=1764142757,1,"Image of PAROTA - 42x35x16 Inches - M19090GNC - a live edge PAROTA slab, 42 Inches long, 35 Inches wide, and 16 Inches thick.",false,PAROTA - 42x35x16 Inches - M19090GNC,"Authentic live edge slab crafted from PAROTA, measuring approximately 42 Inches long, 35 Inches wide, and 16 Inches thick. Perfect for a custom table or bench.",11,,,,,,,,,,,42 Inches,16 Inches,366.75 lbs,35 Inches,PAROTA,,,,,,lb,,0.00,active
m19089gnc,PAROTA - 49x46x15 Inches - M19089GNC,"<p>Experience the natural beauty of this authentic Parota live edge slab. Each piece is one-of-a-kind, showcasing distinct grain patterns and rich colors, making it a perfect centerpiece for your dining room or conference area.</p><ul>
<li>
<strong>Wood Species:</strong> Parota</li>
<li>
<strong>Dimensions:</strong> Length: 49 Inches, Width: 46 Inches, Thickness: 15 Inches</li>
<li>
<strong>Weight:</strong> 528.75 lbs</li>
</ul>",Kovara,Furniture > Table Accessories > Table Tops,Root,"PAROTA, Thickness: 15 Inches, Type: Root, Width: 45+ Inches",true,Title,Default Title,,,,,,,,M19089GNC,239836.013093523,shopify,1,deny,manual,4112.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0680/9075/7281/files/download_5080d820-ee5a-4b48-814e-d53a1d190fa9.jpg?v=1764142757,1,"Image of PAROTA - 49x46x15 Inches - M19089GNC - a live edge PAROTA slab, 49 Inches long, 46 Inches wide, and 15 Inches thick.",false,PAROTA - 49x46x15 Inches - M19089GNC,"Authentic live edge slab crafted from PAROTA, measuring approximately 49 Inches long, 46 Inches wide, and 15 Inches thick. Perfect for a custom table or bench.",6910,,,,,,,,,,,49 Inches,15 Inches,528.75 lbs,46 Inches,PAROTA,,,,,,lb,,0.00,active
m17025gnc,PAROTA - 22x18x19 Inches - M17025GNC,"<p>Experience the natural beauty of this authentic Parota live edge slab. Each piece is one-of-a-kind, showcasing distinct grain patterns and rich colors, making it a perfect centerpiece for your dining room or conference area.</p><ul>
<li>
<strong>Wood Species:</strong> Parota</li>
<li>
<strong>Dimensions:</strong> Length: 22 Inches, Width: 18 Inches, Thickness: 19 Inches</li>
<li>
<strong>Weight:</strong> 117.0 lbs</li>
</ul>",Kovara,,Slab,"PAROTA, Thickness: 19 Inches, Type: Root",false,Title,Default Title,,,,,,,,M17025GNC,53069.989775341,shopify,1,deny,manual,3640.00,,true,true,,,,,,,,,false,PAROTA - 22x18x19 Inches - M17025GNC,"Authentic live edge slab crafted from PAROTA, measuring approximately 22 Inches long, 18 Inches wide, and 19 Inches thick. Perfect for a custom table or bench.",,,,,,,,,,,,22 Inches,19 Inches,117.0 lbs,18 Inches,PAROTA,,,,,,lb,,0.00,draft
l20455,PAROTA - 157x38x3 Inches - L20455,"<p>Experience the natural beauty of this authentic Parota live edge slab. Each piece is one-of-a-kind, showcasing distinct grain patterns and rich colors, making it a perfect centerpiece for your dining room or conference area.</p><ul>
<li>
<strong>Wood Species:</strong> Parota</li>
<li>
<strong>Dimensions:</strong> Length: 157 Inches, Width: 38 Inches, Thickness: 3 Inches</li>
<li>
<strong>Weight:</strong> 279.0 lbs</li>
<li>
<strong>Seating Capacity:</strong> 12+ Person</li>
</ul>",Kovara,,Slab,"PAROTA, Seating Capacity: 12+ Person, Thickness: 3 Inches, Type: Slab, Width: 30-38 Inches",false,Title,Default Title,,,,,,,,L20455,126551.999074578,shopify,1,deny,manual,8680.00,,true,true,,,,,,,,,false,PAROTA - 157x38x3 Inches - L20455,"Authentic live edge slab crafted from PAROTA, measuring approximately 157 Inches long, 38 Inches wide, and 3 Inches thick. Perfect for a custom table or bench.",,,,,,,,,,,,157 Inches,3 Inches,279.0 lbs,38 Inches,PAROTA,,,,,,lb,,0.00,draft
